Well_ID,Depth_m,Permeability_mD,API_Gravity,Init_Press_psi,CSS_Cycle,Steam_Temp_C,Steam_Quality_pct,Steam_Vol_bbl,Soak_Days,Prod_Temp_C,Oil_Viscosity_cP,VFD_SPM,Stroke_Len_in,PPRL_lbs,MPRL_lbs,Oil_Rate_bpd,Failure_Rod_Float,Failure_Pump_Unset
BGH-143,1240.4,1427.3,13.9,1169.1,2,277.0,75.8,14292.2,8,117.4,842.2,4.2,74,15235.3,4704.9,908.1,0,0
BGH-118,1212.2,1538.9,15.7,1109.8,2,318.7,72.1,13544.5,8,92.1,1938.3,3.6,54,15783.8,4938.1,932.9,0,0
BGH-111,1204.5,1454.0,16.7,1103.2,5,313.0,70.0,16520.5,5,132.6,536.6,7.0,74,15715.9,5161.0,2127.1,0,0
BGH-107,1260.1,1513.2,16.9,1088.7,4,263.6,73.9,16690.9,10,59.8,6754.2,4.8,54,15817.1,4871.2,817.2,1,0
BGH-107,1303.8,1270.9,14.6,1036.4,2,285.4,71.3,17519.3,12,119.9,780.1,4.7,100,16009.1,5077.4,1161.4,0,0
BGH-144,1234.3,1492.4,15.4,1146.9,4,292.1,84.8,14150.5,8,65.9,5239.3,6.6,64,15695.3,4996.6,1531.9,0,1
BGH-111,1206.1,1526.8,16.4,1171.1,5,307.3,81.4,17308.5,5,79.0,3128.4,3.0,64,16002.6,4776.7,993.5,0,0
BGH-147,1273.6,1823.0,14.5,1006.9,1,312.0,70.1,18366.5,8,70.6,4334.7,5.0,64,16287.2,5143.3,1757.0,0,0
BGH-132,1207.1,1446.3,16.5,1135.5,5,293.7,73.4,12347.0,6,65.6,5304.0,6.2,100,15358.5,5161.3,1206.8,0,0
BGH-144,1221.8,1369.9,16.5,1143.1,1,252.5,80.1,14025.5,8,155.6,288.2,6.8,100,16634.1,4828.7,1042.3,0,1
BGH-125,1250.1,1642.6,13.9,1164.2,5,283.7,76.0,14783.7,12,80.0,3012.3,7.0,86,15260.6,5031.2,1228.6,0,0
BGH-138,1180.7,865.1,13.6,1160.3,4,311.9,82.5,16644.6,7,169.8,202.8,5.1,74,15386.3,4939.9,1610.8,0,0
BGH-127,1096.2,1436.5,15.2,1231.8,4,300.0,77.6,17680.3,9,175.8,176.0,6.8,100,15629.5,4880.0,1898.3,0,0
BGH-104,1178.2,1397.3,16.3,1120.0,5,310.9,79.8,11538.9,6,120.0,777.8,3.2,74,15612.6,4884.7,674.6,0,0
BGH-107,1238.7,1552.2,14.3,1149.6,1,297.2,79.0,13660.9,13,60.0,6697.2,4.4,64,15227.1,4720.0,995.7,0,0
BGH-124,1235.1,1749.2,13.9,1100.6,5,253.1,79.6,17291.0,7,92.4,1918.0,3.0,74,15488.3,4763.7,465.2,0,0
BGH-126,1267.1,1810.3,15.6,1059.9,1,317.8,73.5,13296.0,5,151.7,318.8,3.7,86,15886.2,4724.9,941.2,0,0
BGH-145,1180.2,1549.4,16.0,1135.4,4,314.3,75.6,16596.4,11,91.4,1986.8,6.3,64,16462.7,5131.0,1764.2,0,0
BGH-122,1279.0,1189.7,15.0,1149.7,3,258.9,70.8,16147.1,9,52.2,9392.5,3.0,74,15990.8,4930.2,564.6,0,0
BGH-129,1209.3,1397.2,15.0,1117.1,2,257.9,78.8,16554.6,13,117.9,829.3,5.4,86,16504.3,5086.4,934.1,0,0
BGH-144,1230.2,1419.1,16.0,1017.0,4,287.7,76.9,16580.1,7,158.3,269.1,4.9,74,14996.4,4489.9,1310.4,0,0
BGH-146,1245.2,1573.4,14.8,1027.6,5,303.0,81.4,14146.7,5,151.4,321.3,3.6,86,14532.7,4720.0,806.2,0,0
BGH-122,1130.9,1511.2,14.9,1138.4,5,276.8,73.1,14468.4,11,64.5,5549.3,6.1,74,16337.2,4753.8,1095.9,1,0
BGH-148,1149.8,1362.3,15.7,1081.7,1,259.5,76.6,14309.2,12,134.2,512.7,6.1,64,15525.3,4992.8,850.5,0,0
BGH-146,1148.1,1249.7,15.8,1117.8,2,285.7,72.7,15450.5,6,70.9,4283.3,6.3,64,15364.6,4909.8,1440.6,0,0
BGH-119,1253.6,1326.3,15.3,1124.1,4,273.6,79.2,10737.7,6,70.5,4352.0,6.4,54,15999.7,4840.3,830.0,0,0
BGH-117,1184.7,1318.9,16.7,1094.3,2,274.6,82.7,15964.9,13,162.4,242.9,4.4,86,15810.3,4550.5,786.0,0,0
BGH-117,1301.4,1824.3,16.1,1087.2,2,295.1,81.5,18445.0,8,75.0,3646.8,7.5,74,15884.9,5040.8,2646.8,0,0
BGH-101,1200.2,1346.1,15.2,1093.5,4,312.0,84.2,15394.7,5,76.9,3389.2,3.3,74,15036.3,4943.1,972.0,0,0
BGH-103,1126.4,1512.0,14.5,1129.6,1,289.1,84.6,14755.3,13,40.1,16410.4,5.9,74,15564.0,5240.6,1110.9,1,0
BGH-129,1166.4,1693.7,16.3,1124.0,1,298.1,81.6,15147.1,13,161.9,245.9,7.4,100,16092.4,4392.0,1604.3,0,1
BGH-132,1205.9,1539.0,16.3,1060.1,1,296.2,74.3,16061.4,10,151.0,324.6,4.0,86,14944.6,4902.9,1082.2,0,0
BGH-135,1225.8,1282.8,15.4,1099.3,3,288.6,73.3,17286.7,10,127.8,616.4,4.3,74,15242.7,4689.5,1105.0,0,0
BGH-117,1150.8,1697.0,15.7,1047.0,2,271.8,76.7,14864.3,13,145.0,380.6,5.6,54,16524.1,4618.9,938.8,0,0
BGH-136,1228.4,1570.8,16.1,1125.7,3,276.4,84.9,14666.2,6,61.3,6339.8,6.5,64,16055.6,4746.0,1522.8,1,0
BGH-118,1241.8,1062.9,16.8,1076.7,1,272.1,76.2,12252.1,13,104.2,1283.0,4.5,100,15391.9,5194.8,630.6,0,0
BGH-146,1168.0,1749.1,16.2,1136.0,4,314.2,73.0,15093.9,8,89.2,2148.6,6.8,100,14689.2,4903.4,1963.7,0,0
BGH-127,1298.5,1674.7,15.9,1088.0,2,307.9,84.2,12596.2,8,53.1,9025.5,4.1,64,15060.4,4880.0,988.1,1,0
BGH-139,1173.4,1567.7,16.2,1157.2,4,290.6,75.8,13905.3,13,108.1,1129.5,6.9,100,15945.3,4821.9,1554.2,0,0
BGH-119,1150.0,1827.0,16.4,1166.7,5,313.9,80.4,16755.0,11,168.9,207.3,4.1,54,15386.5,5003.1,1314.3,0,0
BGH-148,1123.5,1670.1,15.7,1122.2,2,312.0,81.8,17041.8,9,45.6,12667.3,5.8,54,15506.1,4812.8,1891.1,1,0
BGH-132,1261.0,1725.6,16.2,1081.6,4,314.9,82.6,15926.5,12,80.8,2923.1,4.6,64,16804.8,4980.7,1302.8,0,0
BGH-111,1201.1,1707.3,15.0,1053.1,1,265.5,82.3,17428.9,5,69.1,4602.4,4.4,86,15927.3,4949.3,1078.6,0,0
BGH-114,1176.0,1651.4,16.3,1148.1,3,300.2,82.5,11700.0,11,73.3,3896.6,4.6,100,16024.0,4897.5,906.6,0,0
BGH-140,1126.3,1141.8,15.0,1096.7,4,292.6,80.0,18256.1,8,167.2,215.9,5.2,74,15811.9,4962.8,1284.6,0,0
BGH-138,1180.5,1165.7,14.7,1102.4,5,301.4,76.1,13302.3,6,105.5,1229.3,6.8,74,16297.8,4715.5,1395.9,0,0
BGH-101,1319.1,1670.2,15.4,1080.6,1,268.4,80.0,15601.6,6,105.3,1237.4,6.4,54,16062.3,4828.2,1482.2,0,0
BGH-128,1092.8,1746.3,14.4,1030.9,5,298.6,82.6,13669.0,13,146.5,365.6,5.0,86,16500.4,4637.8,1083.7,0,0
BGH-140,1168.4,1359.0,15.0,1153.7,3,278.7,75.3,15620.0,10,61.6,6260.5,4.3,86,14747.9,4559.3,992.6,1,0
BGH-109,1289.6,1277.2,15.8,1095.8,5,308.4,74.4,15035.7,8,108.2,1125.9,6.8,100,15234.4,5146.5,1773.0,0,1
BGH-101,1262.4,1552.5,15.7,1006.9,4,305.7,75.2,17275.0,6,100.2,1466.2,6.9,100,14897.0,5039.8,2237.8,0,0
BGH-110,1171.5,1209.6,16.0,1093.1,4,264.8,78.3,19929.9,11,123.6,697.8,5.0,64,15513.6,5123.6,1038.0,0,0
BGH-112,1210.2,1466.2,16.0,1032.3,1,262.9,70.8,16763.6,13,179.9,160.1,6.1,54,15775.0,5047.7,1307.1,0,0
BGH-109,1223.1,1429.0,15.8,1129.5,3,300.2,81.7,14760.9,6,147.7,354.1,4.7,64,16105.9,4776.2,1210.1,0,0
BGH-113,1206.7,1455.1,14.8,1122.7,3,288.5,72.1,18065.7,8,95.7,1709.6,3.7,64,16471.7,4492.5,966.4,0,0
BGH-117,1289.2,1876.9,16.2,1175.4,2,289.0,72.0,11605.9,5,155.9,286.0,4.4,86,15454.8,4771.1,852.0,0,0
BGH-108,1217.0,1373.2,15.4,1026.2,2,302.7,73.0,13838.9,5,63.9,5688.5,6.1,100,15551.5,4993.3,1580.8,0,0
BGH-138,1256.8,1510.7,15.7,1171.9,4,309.8,78.7,14538.3,7,44.3,13455.8,6.5,74,15684.7,4912.6,1759.8,1,0
BGH-127,1209.1,1237.6,15.6,1126.0,5,266.7,74.3,14445.4,5,68.6,4695.8,6.8,64,15739.4,4853.2,1293.6,0,0
BGH-102,1098.4,1688.1,16.8,1031.7,5,288.9,75.5,13522.1,8,87.7,2267.6,3.1,54,14983.4,4859.9,614.0,0,0
BGH-119,1140.4,1464.1,14.5,1191.4,1,308.0,84.0,16392.0,10,111.5,1012.9,5.2,64,15417.3,4678.2,1536.8,0,0
BGH-105,1150.8,1735.7,15.2,1093.8,3,311.1,82.7,14995.7,9,126.1,647.9,4.2,74,15048.7,5257.2,1126.0,0,0
BGH-126,1187.5,1008.6,15.9,1040.4,4,270.1,82.8,14726.8,13,167.5,214.4,6.1,74,15773.3,4947.4,940.3,0,0
BGH-101,1303.9,1488.4,15.5,1152.0,5,257.3,78.7,17818.7,6,111.4,1016.1,4.1,54,15723.3,4970.9,676.2,0,0
BGH-128,1218.1,1526.4,15.1,1045.6,2,266.3,83.0,14107.2,6,110.2,1055.8,5.5,74,15645.2,4577.9,1087.7,0,0
BGH-137,1194.7,1682.3,14.0,1157.8,4,316.2,81.7,17055.3,7,47.0,11876.3,6.2,74,15521.0,4865.8,2023.1,1,0
BGH-102,1261.9,1371.6,15.3,1090.4,1,282.4,84.3,14451.9,8,44.9,13085.2,6.5,74,15336.8,4998.4,1600.3,1,0
BGH-115,1127.4,1657.4,15.8,1082.5,4,279.3,71.0,14495.1,13,117.2,847.4,4.2,64,15870.1,5290.8,756.9,0,0
BGH-129,1175.5,1394.5,15.9,1034.9,5,250.9,70.4,13478.9,10,101.3,1412.9,3.4,54,16154.0,5091.4,368.5,0,0
BGH-139,1168.1,1518.8,15.4,1047.8,1,253.6,72.6,12089.4,13,157.5,274.6,4.0,64,15064.8,4813.8,489.3,0,0
BGH-101,1219.9,1684.4,15.6,1108.0,2,296.8,83.9,13677.2,9,62.5,6029.2,5.7,54,15504.7,5037.8,1322.9,1,0
BGH-116,1244.8,1314.0,14.6,1018.0,2,291.3,79.1,11447.5,13,43.5,13968.6,3.2,74,15492.2,5012.0,562.1,1,0
BGH-140,1223.6,1648.1,15.8,1134.5,5,290.3,76.4,15511.6,13,102.9,1339.5,3.7,74,15495.2,5086.4,863.1,0,0
BGH-111,1224.4,1567.0,15.5,1073.8,1,257.7,77.7,14370.1,5,73.2,3911.9,7.5,100,16127.1,4741.3,1236.4,0,0
BGH-134,1181.9,1433.3,15.6,1080.2,2,274.6,82.4,17168.3,13,46.9,11930.9,4.7,74,14695.9,4920.8,1029.7,1,0
BGH-142,1216.0,1366.4,15.3,1129.2,1,306.9,83.9,13549.8,11,141.4,419.6,5.2,54,16305.6,4744.5,1268.0,0,0
BGH-100,1158.0,1079.8,15.7,1089.8,4,262.2,80.9,14484.7,12,55.6,8089.0,3.0,86,15323.2,4864.8,544.5,1,0
BGH-144,1233.7,1483.9,16.0,1161.5,3,311.8,81.4,17435.6,7,125.2,665.4,5.7,54,15403.9,5152.0,1901.5,0,0
BGH-114,1175.0,1433.6,15.7,997.5,3,258.5,74.8,16780.0,5,79.3,3093.0,4.5,74,15965.7,4928.9,885.6,0,0
BGH-125,1143.9,1627.8,14.0,1140.0,3,261.8,77.0,15272.6,8,64.3,5595.2,5.4,74,14867.3,4592.4,1060.5,1,0
BGH-136,1201.9,1607.6,15.7,1101.2,2,283.4,83.3,12930.5,5,93.2,1864.9,5.4,86,15411.5,4804.4,1096.1,0,0
BGH-120,1104.3,1714.0,15.2,1067.1,5,316.2,81.8,16173.6,5,152.2,314.6,7.4,74,15392.3,5015.1,2289.9,0,1
BGH-148,1273.7,1721.3,14.9,1147.4,3,273.1,80.3,14423.5,8,94.9,1757.6,4.2,100,16107.8,4550.5,768.4,0,0
BGH-130,1239.9,2131.1,16.6,1129.3,5,296.1,71.0,13960.1,12,145.1,379.5,5.6,86,15630.6,5033.4,1123.8,0,0
BGH-124,1216.8,1602.7,14.8,1111.4,3,291.2,70.6,17662.6,5,57.6,7419.1,4.7,64,14999.3,5134.7,1518.6,0,0
BGH-122,1118.8,1327.9,14.8,1087.3,4,260.5,72.0,17932.7,13,148.2,349.4,4.9,100,15806.1,4908.2,835.3,0,0
BGH-123,1165.0,1665.2,13.7,1064.7,3,267.4,78.7,13226.7,10,73.2,3911.9,3.3,54,15526.7,4770.4,401.4,0,0
BGH-137,1202.0,1821.2,16.7,1046.1,5,315.1,78.0,18432.1,9,134.8,504.1,6.1,100,15057.3,4569.9,1963.4,0,0
BGH-127,1186.8,1595.0,16.2,1168.3,2,262.9,84.1,14820.7,13,119.2,796.9,3.9,100,15423.8,4691.9,697.0,0,0
BGH-120,1115.6,1075.1,15.2,1141.3,4,298.7,80.4,16565.5,13,170.1,201.4,5.1,74,16056.9,5222.8,1399.5,0,0
BGH-142,1134.2,1611.1,16.0,1128.4,5,317.5,74.4,18662.5,13,94.2,1800.9,5.0,64,15735.1,4880.5,1539.0,0,0
BGH-117,1185.8,1374.0,13.7,1078.7,1,258.4,72.4,14674.2,7,49.3,10695.6,5.1,86,16428.8,5105.4,802.4,1,0
BGH-135,1135.8,1235.6,15.9,1201.7,3,277.9,82.7,15523.9,12,42.7,14503.8,4.7,100,15793.5,4819.3,884.0,1,0
BGH-134,1268.6,1537.3,14.8,1065.3,4,265.7,76.9,16446.9,8,155.8,286.8,4.1,74,15634.5,4760.4,850.0,0,0
BGH-144,1224.7,1194.8,16.8,1081.1,2,265.5,79.8,18160.6,8,113.5,950.9,5.0,100,14674.7,4868.2,1110.1,0,0
BGH-108,1159.8,1704.6,15.8,1190.6,1,258.3,78.5,15039.9,11,148.5,346.7,3.2,64,15874.0,5149.2,453.0,0,0
BGH-137,1258.5,1646.2,15.6,1097.4,3,295.5,71.6,16618.8,12,72.8,3973.7,4.1,86,14701.6,5038.3,1069.7,0,0
BGH-129,1248.4,1482.7,14.8,1186.9,4,302.2,70.9,13451.5,8,88.3,2219.1,6.5,74,16318.5,4681.0,1599.4,0,0
BGH-143,1214.4,1390.0,14.8,1118.9,5,297.4,75.7,12036.9,10,44.2,13518.7,6.8,100,15619.7,4738.9,1386.5,1,0
BGH-133,1198.0,1463.2,16.0,1074.3,3,314.7,75.4,13643.0,5,174.6,181.0,6.2,64,15680.7,4623.2,1543.6,0,0
BGH-131,1185.1,1297.8,14.8,1090.2,4,260.2,80.1,13637.5,6,133.5,523.0,5.8,54,15530.5,5123.7,998.7,0,0
BGH-102,1173.0,1484.6,14.8,1064.2,3,272.4,79.5,16950.2,9,170.6,199.0,6.7,54,15160.1,4881.2,1460.3,0,0
BGH-102,1133.2,931.1,16.6,1134.7,4,274.1,84.5,14853.1,8,77.2,3350.4,3.6,64,15691.3,4968.4,651.8,0,0
BGH-127,1276.4,1517.7,15.7,1161.1,5,266.2,82.9,13778.3,7,125.6,657.5,5.4,86,14955.3,4928.2,762.6,0,0
BGH-143,1174.0,1522.8,14.6,1123.4,3,260.0,77.4,13225.4,10,135.0,501.2,3.5,100,15362.9,4880.1,430.7,0,0
BGH-114,1201.4,1669.0,15.9,1114.2,4,284.1,77.5,14164.6,10,84.5,2547.9,6.5,100,15480.3,4706.8,1181.9,0,0
BGH-140,1154.5,1560.0,15.3,1048.0,1,308.4,80.1,16834.5,12,158.7,266.4,5.3,64,15115.8,4510.3,1526.0,0,0
BGH-122,1187.0,1695.5,14.1,1154.7,2,316.8,71.7,13219.9,6,172.6,189.8,6.6,100,16107.1,4931.9,1669.3,0,0
BGH-139,1342.5,1609.4,15.1,1142.0,4,259.1,85.0,14745.3,11,163.9,234.1,6.6,86,15851.1,5264.5,1109.7,0,0
BGH-110,1163.7,1707.3,14.7,1113.9,4,307.6,77.8,14235.6,11,143.5,396.3,5.1,64,15180.1,4718.0,1219.5,0,0
BGH-147,1272.4,2024.3,15.7,1084.9,4,307.7,83.6,15708.4,6,78.8,3152.2,5.2,54,14854.2,4546.0,1375.9,0,0
BGH-131,1198.6,1584.0,15.0,1102.2,3,277.2,84.5,18681.8,10,79.4,3081.4,3.1,54,15686.5,4862.2,698.3,0,0
BGH-135,1234.0,1536.8,15.6,1054.5,2,257.7,78.7,13696.0,9,174.9,179.8,5.4,74,16251.2,4931.7,847.2,0,0
BGH-132,1262.2,1737.4,16.0,1026.3,3,319.3,71.6,15634.8,6,41.4,15423.7,6.0,54,15542.5,4703.5,1794.8,1,0
BGH-123,1213.6,1406.4,17.4,1085.0,4,295.9,78.6,14969.3,13,140.2,433.6,4.1,100,15698.2,4791.2,874.7,0,0
BGH-138,1182.4,1476.2,17.1,1057.0,4,318.8,79.0,14067.8,12,138.9,449.5,7.4,86,16143.5,4635.1,1991.7,0,1
BGH-133,1190.7,1584.2,15.7,1074.6,2,283.9,81.8,15100.8,11,127.2,627.3,7.4,86,15816.5,4858.7,1651.4,0,0
BGH-127,1192.4,1514.5,15.5,1075.6,1,277.7,70.7,18639.6,10,178.6,165.0,4.3,74,16256.4,4975.6,1070.1,0,0
BGH-136,1293.2,1513.6,15.0,1096.1,3,267.3,77.0,14861.9,9,83.7,2624.1,6.2,100,16746.9,4761.7,1024.6,0,0
BGH-106,1125.8,1680.0,14.2,1092.8,1,318.9,83.8,14861.7,13,87.6,2275.8,3.1,64,15491.9,4769.0,881.5,0,0
BGH-103,1111.5,1160.8,13.7,947.3,4,267.7,84.9,14242.5,9,51.1,9864.2,6.0,74,15197.1,4956.2,945.6,1,0
BGH-136,1114.8,1906.7,14.8,1117.4,4,251.7,72.9,15830.8,10,102.0,1380.2,5.8,100,16144.0,4996.9,1060.3,0,0
BGH-100,1155.3,1597.2,16.8,1106.6,5,285.9,83.1,13000.2,7,76.5,3441.6,6.7,64,15794.2,4835.5,1407.1,0,0
BGH-100,1235.0,1419.9,16.8,1148.1,5,276.4,72.2,15242.9,13,88.1,2235.1,4.4,54,14905.1,4955.1,755.3,0,0
BGH-146,1238.1,1825.6,15.6,1089.3,1,268.3,82.6,15891.6,12,156.8,279.6,7.0,54,15787.6,4981.5,1217.5,0,1
BGH-119,1169.6,1520.7,15.9,1154.2,5,294.4,74.2,13303.8,13,171.0,197.1,6.9,64,15962.2,4681.6,1266.2,0,0
BGH-118,1198.6,1526.0,15.0,1092.3,2,275.5,84.4,18195.8,5,66.0,5217.9,6.0,74,15586.6,4602.0,1768.5,0,0
BGH-128,1144.2,1457.1,15.5,1117.0,1,278.2,80.4,18122.5,5,92.2,1931.5,5.1,64,15163.9,5053.8,1401.8,0,0
BGH-109,1148.8,1793.5,14.9,1054.1,5,251.6,76.0,19495.4,6,170.0,201.9,5.8,100,15609.8,5201.2,1031.1,0,0
BGH-117,1229.0,1498.1,14.9,1156.8,5,291.2,74.2,16142.7,8,48.7,10990.2,6.3,64,15264.9,4466.6,1449.4,1,0
BGH-127,1252.4,1388.3,16.0,1165.0,2,258.5,73.5,15831.2,9,52.9,9105.6,7.4,100,15917.7,5125.8,1359.1,1,0
BGH-134,1176.2,1699.8,15.0,1194.2,2,265.0,80.2,14844.1,11,62.8,5954.2,3.5,100,15414.6,4899.7,621.7,0,0
BGH-142,1281.8,1736.6,15.9,1072.9,1,300.2,83.4,15136.3,8,123.3,704.1,4.4,54,16449.3,5122.0,1215.3,0,0
BGH-146,1248.3,1821.3,15.4,1126.5,3,271.9,81.3,16854.0,5,61.1,6393.4,6.5,100,15570.1,4590.2,1460.7,1,0
BGH-130,1279.6,1626.7,16.6,1028.0,2,261.4,82.5,15034.4,12,175.5,177.2,4.8,86,14333.5,4755.5,773.8,0,0
BGH-126,1185.0,1729.3,15.9,1005.6,5,290.4,81.7,14698.4,7,102.5,1357.4,6.0,54,15181.5,5063.4,1284.3,0,0
BGH-110,1276.0,1448.1,15.7,1128.2,1,265.0,84.7,16117.9,13,110.2,1055.8,3.6,54,15123.0,5095.5,665.7,0,0
BGH-148,1309.0,1705.2,14.4,1094.4,3,269.0,81.4,13747.3,6,74.5,3718.3,6.2,64,15787.9,4801.1,1138.0,0,0
BGH-148,1179.4,1648.5,15.1,1035.7,1,293.5,73.2,18160.7,5,105.9,1213.3,6.0,100,15191.6,4880.0,1940.0,0,0
BGH-137,1192.3,1606.1,15.5,1109.0,5,301.8,81.9,15016.8,12,132.7,535.0,5.6,64,16517.5,4790.5,1198.5,0,0
BGH-104,1152.6,1188.6,15.5,1146.7,3,301.8,74.8,16529.5,7,145.2,378.5,6.4,100,15475.7,4635.3,2024.0,0,0
BGH-107,1142.8,1422.4,16.0,1103.2,3,283.8,84.9,13396.8,5,145.5,375.5,7.0,54,15358.3,4891.6,1493.3,0,0
BGH-133,1143.4,1490.9,15.7,1161.4,2,281.8,75.7,14913.1,7,120.9,756.8,6.7,86,15387.6,4845.5,1581.8,0,0
BGH-147,1159.4,1606.3,14.7,1067.0,4,305.1,74.4,14212.6,12,166.6,219.1,3.6,54,15258.5,4850.3,782.7,0,0
BGH-111,1213.7,1980.1,16.0,1154.1,5,263.5,73.6,14297.0,8,154.4,297.2,6.3,74,16255.1,4563.2,990.5,0,1
BGH-137,1161.5,1671.8,15.1,1080.8,4,260.7,79.9,12725.1,11,146.0,370.5,5.0,64,15597.3,4795.8,616.9,0,0
BGH-100,1212.2,1338.0,15.0,1161.5,5,296.5,71.6,17112.6,12,47.8,11449.6,4.5,86,15571.2,4954.0,1224.3,1,0
BGH-130,1213.2,1404.0,14.6,1036.4,1,278.7,84.3,15969.0,11,41.0,15720.0,7.0,64,15937.6,4951.0,1418.0,1,0
BGH-103,1176.5,1778.0,15.2,1111.5,4,299.7,74.4,12162.5,5,69.7,4493.1,5.5,100,14873.0,4931.6,1103.3,0,0
BGH-148,1196.9,1395.2,15.1,1111.4,3,268.0,74.4,14575.0,8,132.9,532.0,5.3,64,15831.2,4557.1,960.4,0,0
BGH-144,1173.6,1703.7,16.4,1123.9,2,272.7,70.7,14565.0,13,97.6,1601.5,6.5,54,16120.6,4766.2,1034.7,0,0
BGH-149,1184.5,1523.4,15.3,1082.4,5,312.8,73.7,15797.8,11,96.3,1674.5,5.5,54,15696.8,5102.7,1650.8,0,0
BGH-104,1159.6,1466.7,15.9,1121.6,2,279.5,76.3,14709.7,5,163.8,234.6,6.9,64,15576.5,4738.1,1406.4,0,1
BGH-129,1204.2,1398.2,14.1,1090.1,5,291.4,75.5,17174.1,12,165.4,225.6,3.5,100,15289.8,4522.2,805.0,0,0
BGH-123,1170.0,890.7,16.1,1073.7,3,257.5,74.1,16928.2,8,167.3,215.4,6.5,100,15650.6,4717.8,1176.0,0,0
BGH-102,1141.7,1608.0,16.0,1170.7,3,262.5,70.6,19413.7,11,83.9,2604.8,3.7,86,15912.1,4780.4,799.9,0,0
BGH-110,1229.7,1289.6,14.3,1103.9,3,252.5,74.5,10546.4,10,136.7,477.8,4.0,54,15015.7,5089.8,392.5,0,0
BGH-144,1231.4,1216.3,14.8,1024.3,3,279.7,81.7,17734.7,11,78.0,3249.6,3.8,64,15491.6,5049.6,899.8,0,0
BGH-103,1255.6,1549.6,15.0,1066.3,3,319.2,76.6,16589.8,5,66.7,5071.1,4.1,86,16491.8,5316.6,1301.4,0,0
BGH-125,1148.8,1705.9,15.3,1172.6,2,311.2,74.4,14649.7,10,65.8,5260.8,6.3,74,15588.0,4950.9,1623.0,1,0
BGH-126,1176.0,1160.6,14.9,1054.6,1,294.3,74.6,14486.7,7,87.9,2251.3,5.9,86,16283.9,5405.3,1474.5,0,0
BGH-145,1211.5,1700.7,15.3,1127.0,4,310.3,78.3,14823.5,8,100.2,1466.2,4.0,74,15133.2,5348.9,1084.6,0,0
BGH-142,1174.9,1319.4,16.0,1065.3,2,291.6,74.5,15495.7,5,156.3,283.1,4.2,74,15488.1,5047.5,1104.3,0,0
BGH-126,1228.5,1629.8,15.1,1028.1,4,275.8,79.5,13918.3,12,56.8,7679.2,3.4,86,15062.9,5101.6,546.4,1,0
BGH-141,1224.9,1615.8,15.7,1124.0,1,262.1,84.8,11792.7,6,142.9,402.8,4.9,54,14743.4,5090.0,827.1,0,0
BGH-149,1224.0,1458.7,15.6,1083.6,5,295.7,70.6,13960.7,7,114.4,924.4,4.7,86,15115.1,5059.9,1064.6,0,0
BGH-105,1273.0,1506.0,13.1,1179.4,1,263.5,72.5,14468.5,11,80.3,2978.5,3.7,86,15115.9,4730.1,638.6,0,0
BGH-114,1232.2,1420.8,14.9,1156.3,1,279.2,72.7,16140.3,6,109.0,1097.2,6.8,54,15283.6,4840.7,1826.2,0,0
BGH-129,1207.7,1552.7,16.3,1163.3,5,307.8,76.7,12624.1,8,82.0,2794.8,6.8,54,15904.6,4827.8,1366.9,0,1
BGH-141,1190.3,1550.9,14.8,1153.3,4,259.0,70.6,16285.2,11,123.5,699.9,3.5,54,15273.1,5126.6,679.9,0,0
BGH-136,1193.8,1315.2,14.6,1134.5,3,259.0,77.2,12590.7,7,100.7,1441.7,4.2,54,15331.9,4985.8,531.5,0,0
BGH-136,1146.8,1228.4,16.3,1031.7,5,265.7,83.9,15794.5,6,63.0,5904.9,6.3,54,15513.4,4892.0,1299.0,1,0
BGH-141,1111.7,1701.7,15.6,1088.3,5,288.6,70.2,16104.7,12,56.3,7847.0,6.9,54,15648.4,4577.7,1293.1,1,1
BGH-136,1223.2,1540.8,16.7,1133.5,1,267.6,75.5,14739.3,6,116.5,865.9,3.3,86,15212.2,4824.0,663.0,0,0
BGH-134,1261.2,1674.0,15.1,1085.5,5,285.2,81.4,15092.3,11,166.3,220.7,7.1,64,16579.9,4715.9,1334.4,0,0
BGH-122,1183.5,1365.9,16.5,1098.5,2,271.1,72.3,16394.9,7,88.2,2227.1,3.3,64,15822.2,5342.2,816.0,0,0
BGH-105,1279.4,1335.1,14.8,1136.2,3,285.4,71.2,13835.9,8,142.6,406.1,5.9,64,14254.7,4844.8,1279.5,0,0
BGH-103,1191.2,1297.6,13.4,1152.8,1,269.4,79.5,15617.6,10,132.2,542.7,3.1,86,15136.5,4754.8,603.9,0,0
BGH-117,1102.3,1463.8,16.0,1053.9,4,318.6,70.1,14298.5,7,170.4,199.9,7.2,54,15960.3,4918.2,1969.7,0,0
BGH-108,1245.9,1546.5,16.0,1133.5,4,284.5,82.0,18100.3,5,154.9,293.5,4.6,74,15518.5,4967.8,1296.2,0,0
BGH-148,1176.0,1391.2,16.0,1128.2,4,302.1,71.0,16086.5,12,119.3,794.5,5.9,54,15253.6,4864.8,1561.0,0,0
BGH-128,1250.4,1813.0,15.3,1050.6,4,299.0,77.9,12911.6,8,132.0,545.8,3.8,100,14514.6,5225.3,799.1,0,0
BGH-112,1136.1,1371.6,16.7,1079.7,4,284.3,81.1,18635.6,5,165.8,223.4,4.4,54,15861.4,5147.1,1185.5,0,0
